type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[75.154881, 32.92664]",Jammu and Kashmir,UHP,UDHAMPUR,NR,"Railway road, Jammu and Kashmir",
Feature,Point,"[78.797049, 12.859507]",,MPI,MELPATTI,,,
Feature,Point,"[78.721266, 12.782934]",,AB,AMBUR,,,
Feature,Point,"[78.67871600000001, 12.728899]",,VGM,VINNAMANGALAM,,,
Feature,Point,"[78.621651, 12.678487]",,VN,VANIYAMBADI,,,
Feature,Point,"[74.155817, 17.514242]",Maharashtra,TAZ,TARGAON,CR,"Satara, Maharashtra",
Feature,Point,"[82.4114096783, 27.531769928899998]",Uttar Pradesh,TLR,Tulsipur,NER,"Tulasipur, Uttar Pradesh",
Feature,Point,"[80.517354, 27.059455]",,SAN,SANDILA,,,
Feature,,,,YY-DKJC,YY-DKJC,,,
Feature,Point,"[86.335511, 23.681625999999998]",Jharkhand,TLE,Talgaria,SER,"National Highway 32, Jharkhand",
Feature,Point,"[80.600638797, 26.9993432467]",,RBD,RAHIMABAD,,,
Feature,Point,"[73.404252, 17.998115]",Maharashtra,KFD,KARANJADI,KR,"Raigad, Maharashtra",
Feature,Point,"[78.875384, 12.917803000000001]",,MEH,MELALATHUR,,,
Feature,Point,"[95.535143, 27.464468]",Assam,TII,Tingrai,NFR,"National Highway 38, Assam",
Feature,Point,"[72.4205625555, 24.1003209724]",Gujarat,UM,UMARDASHI,WR,"Chitrasani, Gujarat",
Feature,Point,"[79.024717, 12.961297]",,VJ,VIRINCHIPURAM,,,
Feature,Point,"[70.14775399999999, 23.069086]",,GIMB,GANDHIDHAM BG,,,
Feature,Point,"[80.27485630000001, 13.0847613]",,MAS,CHENNAI CENTRAL,,,
Feature,Point,"[80.225105, 13.107826]",,PEW,PERAMBUR LOCOMOTIVE WORKS,,,
Feature,Point,"[79.83276000000001, 13.093945]",,SPAM,SENJI PANAMBAKKAM,,,
Feature,Point,"[77.4104337677, 29.592663211399998]",Uttar Pradesh,THBN,THANA BHAWAN,NR,"Thana Bhawan, Uttar Pradesh",
Feature,Point,"[79.60522300000001, 20.678242]",Maharashtra,TEP,Tempa,SECR,"Tempa, Maharashtra",
Feature,Point,"[78.45029299999999, 10.914737]",Tamil Nadu,MUQ,MARUDUR,SR,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",
Feature,Point,"[81.098875, 16.300176]",Andhra Pradesh,VMD,Vadlamannadu,SCR,"Krishna, Andhra Pradesh",
Feature,Point,"[81.46418718439999, 16.580375476]",Andhra Pradesh,UNDI,UNDI,SCR,"West Godavari, Andhra Pradesh",
Feature,Point,"[85.889325, 25.134973]",Bihar,EKH,EKSARI HALT,ECR,"Eksari, Bihar",
Feature,Point,"[77.60618600000001, 13.166875999999998]",Karnataka,TLS,Bettahalsoor,SWR,"Bengaluru, Karnataka",
Feature,Point,"[80.532205, 17.530163]",Andhra Pradesh,TPY,Tadakalpudi,SCR,"Kothagudem To Bhadrachalam Rd, Andhra Pradesh",
Feature,Point,"[77.1099430353, 18.3906018255]",Maharashtra,UDGR,Udgir,SCR,"Dist. Latur, Maharashtra",
Feature,Point,"[77.218817, 8.302348]",Tamil Nadu,KZT,KULITTHURAI,SR,"Marthandam, Tamil Nadu",
Feature,Point,"[79.95084399999999, 12.590197]",,PTM,PADALAM,,,
Feature,Point,"[79.97565300000001, 12.623128]",,OV,OTIVAKKAM,,,
Feature,Point,"[79.988514, 12.670639]",,TRX,TIRUMANI,,,
Feature,Point,"[76.60581400000001, 18.912675]",Maharashtra,UKH,UKHALI,SCR,"State Highway 169, Maharashtra",
Feature,Point,"[86.405555, 23.723330999999998]",Jharkhand,VAA,Bhaga Junction,SER,"Jamadoba, Jharkhand",
Feature,Point,"[86.013734, 25.410723]",,SAE,SIMARIA,,,
Feature,Point,"[79.517705, 17.983151]",,KZJT,KAZIPET TOWN,,,
Feature,Point,"[79.561183, 17.975697]",,KZJE,KAZIPET E CABIN,,,
Feature,Point,"[79.127493, 12.910718]",Tamil Nadu,VLR,VELLORE CANT,SR,"Vellore-632001, Tamil Nadu",
Feature,Point,"[79.511652, 27.351481]",Uttar Pradesh,UGP,UGARPUR,NCR,"Ugarpur, Uttar Pradesh",
Feature,Point,"[73.487264, 22.152185]",Gujarat,VAN,Vadhvana,WR,"Vadodara, Gujarat",
Feature,Point,"[79.703785, 11.195825000000001]",Tamil Nadu,VDL,VITHISVARANKOL,SR,"Pullirukkuvelur, Tamil Nadu",
Feature,Point,"[79.16915, 28.296051]",Uttar Pradesh,AO,AONLA,NR,"Dist. Bareilly, Uttar Pradesh",
Feature,Point,"[81.30312500000001, 25.11793]",Uttar Pradesh,DBR,DABHAURA,NCR,"Dabhaura, Uttar Pradesh",
Feature,Point,"[79.214385, 22.943112]",Madhya Pradesh,NU,NARSINGHPUR,WCR,"Narsimhapur, Madhya Pradesh",
Feature,Point,"[78.79173399999999, 22.899459]",Madhya Pradesh,GAR,GADARWARA,WCR,"Narsinghpur, Madhya Pradesh",
Feature,Point,"[77.75641, 22.604976999999998]",,JUH,JUJHARPUR,,,
Feature,Point,"[76.48869499999999, 30.775754]",,KMNN,KHAMANON,,,
Feature,Point,"[85.98023400000001, 23.768893]",,AMLO,AMLO,ECR,,
Feature,Point,"[76.71148570000001, 13.264571]",Karnataka,AMSA,AMMASANDRA,SWR,"Tumkur, Karnataka",
Feature,Point,"[69.0411941809, 22.1759911277]",Gujarat,GRJA,GORINJA,WR,"Khambhalia-Dwarka (SH 6), Gujarat",
Feature,Point,"[82.22767, 22.053427000000003]",,GTW,GATORA,,,
Feature,Point,"[78.114795, 10.841]",Tamil Nadu,VEI,VELLIYANI,SR,"Dindigul - Guziliamparai - Karur Rd, Tamil Nadu",
Feature,Point,"[80.419624, 27.118537]",,DLQ,DALELNAGAR,,,
Feature,Point,"[73.619321, 16.785593]",Maharashtra,VID,VILAVADE,KR,"Ratnagiri, Maharashtra",
Feature,Point,"[74.420652, 14.436871]",Karnataka,KT,KUMTA,KR,"Kumta, Karnataka",
Feature,Point,"[79.5542552124, 26.632118317699998]",,PHD,PHAPHUND,,,
Feature,Point,"[79.6354260596, 26.59792371]",,KNS,KANCHAUSI,,,
Feature,Point,"[77.73159, 13.32831]",Karnataka,VTE,Venkatagiri Kote Halt,SWR,"National Highway 7, Karnataka",
Feature,Point,"[94.524011, 26.812601]",Assam,AGI,AMGURI,NFR,"Amguri, Assam",
Feature,Point,"[80.23076900000001, 13.304293]",,APB,ANUPPAMBATTU,,,
Feature,Point,"[80.19879900000001, 13.332319]",,PON,PONNERI,,,
Feature,Point,"[80.146879, 13.36347]",,KVP,KAVARAIPPETTAI,,,
Feature,Point,"[80.123431, 13.409631]",,GPD,GUMMIDIPUNDI,,,
Feature,Point,"[80.11617799999999, 13.458350999999999]",,ELR,ELAVUR,,,
Feature,Point,"[80.074371, 13.532686]",,AKM,ARAMBAKKAM,,,
Feature,Point,"[80.035435, 13.587948]",,TADA,TADA,,,
Feature,Point,"[76.635315, 12.273762000000001]",Karnataka,AP,ASHOKAPURAM,SWR,"Mysore, Karnataka",
Feature,Point,"[80.0188634064, 13.6491060718]",,AKAT,AKKAMPET,,,
Feature,Point,"[80.018161, 13.696463]",,SPE,SULLURUPETA,,,
Feature,Point,"[79.9800264775, 13.7594908008]",,PEL,POLIREDDIPALEM,,,
Feature,Point,"[81.829736, 25.442410000000002]",Uttar Pradesh,ALY,ALLAHABAD CITY,NER,"Allahabad(0532-1072), Uttar Pradesh",
Feature,Point,"[79.951308, 13.814297]",,DVR,DORAVARI CHATRAM,,,
Feature,Point,"[74.602231, 16.850569999999998]",Maharashtra,VRB,VISHRAMBAG,CR,"Sangli, Maharashtra",
Feature,Point,"[79.900898, 13.908321]",,NYP,NAYADUPETA,,,
Feature,Point,"[84.61131300000001, 25.496532000000002]",Bihar,UWNR,Udwant Nagar Halt,ECR,"State Highway 12, Bihar",
Feature,Point,"[79.875372, 14.021481]",,PYA,PEDAPARIYA,,,
Feature,Point,"[79.855368, 14.072185000000001]",,ODUR,ODUR,,,
Feature,Point,"[79.845121, 14.148227]",,GDR,GUDUR JN,,,
Feature,Point,"[79.87707, 14.226551]",,MBL,MANUBOLU,,,
Feature,Point,"[79.893501, 14.257776999999999]",,KMLP,KOMMARAPUDI,,,
Feature,Point,"[80.62356999999999, 16.327559]",,DIG,DUGGIRALA,,,
Feature,Point,"[79.330741, 20.850672]",Maharashtra,URR,Umred,SECR,"Umred, Maharashtra",
Feature,Point,"[78.759423, 10.246016]",Tamil Nadu,TYM,Tirumayam,SR,"Pudukkottai, Tamil Nadu",
Feature,Point,"[81.30014299999999, 25.902315]",Uttar Pradesh,UCR,Unchahar Junction,NR,"Unchahar, Uttar Pradesh",
Feature,Point,"[85.46715300000001, 24.826792]",,GBHA,GAROBIGHA HALT,?,,
Feature,Point,"[76.65068500000001, 21.510235]",Madhya Pradesh,AMX,Amlakhurd,SCR,"MSH 6, Madhya Pradesh",
Feature,Point,"[79.380205, 11.798583]",,TVNL,TIRVNLNLUR ROAD,,,
Feature,Point,"[79.386975, 11.811502]",,KDMD,KANDAMBAKKAM,,,
Feature,Point,"[79.500101, 11.942971]",,VM,VILLUPURAM JN,,,
Feature,Point,"[79.5116865137, 11.995680489400002]",,MYP,MUNDILYAMPAKKAM,,,
Feature,Point,"[79.538038, 12.037928]",,VVN,VIKRAVANDI,,,
Feature,Point,"[79.552577, 12.104212]",,PEI,PERANI,,,
Feature,Point,"[79.56707, 12.128075]",,NMO,NEDI MOLLYANUR,,,
Feature,Point,"[79.60220000000001, 12.160501]",,MTL,MAILAM,,,
Feature,Point,"[79.65133499999999, 12.229410999999999]",,TMV,TINDIVANAM,,,
Feature,Point,"[79.691931, 12.275612]",,PCLM,PANCHALAM,,,
Feature,Point,"[79.72191900000001, 12.306462999999999]",,OLA,OLAKUR,,,
Feature,Point,"[79.749958, 12.333838]",,KSGL,KARASANGAL,,,
Feature,Point,"[79.783575, 12.367080999999999]",,TZD,TOZHUPPEDU,,,
Feature,Point,"[79.821722, 12.406776]",,ACK,ACHARAPAKKAM,,,
Feature,Point,"[79.83380100000001, 12.429554]",,MLMR,MELMARUVATTUR,,,
Feature,Point,"[86.325158, 26.400204]",Bihar,VPH,Vachaspati Nagar,ECR,"National Highway 57, Bihar",
Feature,Point,"[79.850569, 12.465125]",,PQM,PAKKAM,,,
Feature,Point,"[72.876748, 22.591636]",Gujarat,VTL,Vadtal Swaminarayan,WR,"Vadtal, Gujarat",
Feature,Point,"[79.89308700000001, 12.50442]",,MMK,MADURANTAKAM,,,
Feature,Point,"[72.849389, 19.164447]",Maharashtra,GMN,GOREGAON,WR,"Mumbai, Maharashtra",
Feature,Point,"[93.177527, 25.263973]",Assam,WDA,WADRENGDISA,NFR,"Diakkawn Rd, Assam",
Feature,Point,"[72.32740791990001, 27.2881821763]",Rajasthan,BAF,Bap,?,"Jodhpur, Rajasthan",
Feature,Point,"[75.829518, 30.683642000000003]",Punjab,AHH,AHMADGARH,NR,"Ahmedgarh, Punjab",
Feature,Point,"[77.46692, 26.606593]",Rajasthan,AGE,Angai,NCR,"Angai, Rajasthan",
Feature,Point,"[75.4030697949, 17.8447367757]",Maharashtra,AHI,ASHTI,CR,"State Highway 161, Maharashtra",
Feature,Point,"[79.7272273724, 11.6178033436]",Tamil Nadu,ALP,ALAPAKAM,SR,"NH 45A, Tamil Nadu",
Feature,Point,"[76.678145, 18.446006999999998]",Maharashtra,BANL,BHATANGLI,?,"MSH3, Maharashtra",
Feature,Point,"[77.065281, 20.300507]",Maharashtra,AMW,AMAN VADI,SCR,"Washim, Maharashtra",
Feature,Point,"[79.68058, 10.756748]",Tamil Nadu,AYM,ADIYAKKAMANGALAM,SR,"Thiruvarur, Tamil Nadu",
Feature,Point,"[72.612937, 23.043981000000002]",Gujarat,ASV,ASARVA JN,WR,"Ahmedabad, Gujarat",
Feature,Point,"[79.31573800000001, 10.779506]",Tamil Nadu,AMT,AMMAPET,SR,"Ammapet, Tamil Nadu",
Feature,Point,"[74.607241, 31.594934000000002]",Punjab,ATT,ATARI,NR,"Atari, Punjab",
Feature,Point,"[77.573854, 27.354893999999998]",Rajasthan,JJA,JAJAN PATTI,WCR,"State Highway 33, Rajasthan",
Feature,Point,"[79.72470399999999, 11.270467]",Tamil Nadu,ARS,ARASUR,SR,"NH 45A, Tamil Nadu",
Feature,Point,"[76.911821, 26.641030999999998]",Rajasthan,KNDP,KHANDIP,WCR,"State Highway 1, Rajasthan",
Feature,Point,"[75.44308500000001, 12.714668]",Karnataka,YDM,Yedamangala,SWR,"Panja Kadaba Rd, Karnataka",
Feature,Point,"[76.635578, 26.344258999999997]",Rajasthan,NNW,NARAYANPUR TATWAR,WCR,"Sawai Madhopur, Rajasthan",
Feature,Point,"[72.84045439, 19.05445443]",Maharashtra,BA,BANDRA,WR,"Mumbai, Maharashtra",
Feature,Point,"[72.268322, 22.582088000000002]",Gujarat,AEJ,ARNEJ,WR,"Arnej, Gujarat",
Feature,Point,"[80.2758, 13.268080999999999]",,NPKM,NANDIYAMPAKKAM,,,
Feature,Point,"[80.21665700000001, 23.557854000000003]",Madhya Pradesh,DDCE,DUNDI,WCR,"Dundi, Madhya Pradesh",
Feature,Point,"[77.86729, 22.632067]",Madhya Pradesh,GRO,GURRA,WCR,"Itarsi, Madhya Pradesh",
Feature,Point,"[79.988271, 14.915993]",,KVZ,KAVALI,,,
Feature,Point,"[80.00582100000001, 15.042824]",,TTU,TETTU,,,
Feature,Point,"[80.01336400000001, 15.167112]",,UPD,ULAVAPADU,,,
Feature,Point,"[77.602425, 22.545189]",Madhya Pradesh,KTZ,KHUTWANSA,WCR,"Hoshangabad, Madhya Pradesh",
Feature,Point,"[76.85944699999999, 22.166444000000002]",Madhya Pradesh,KKN,KHIRKIYA,WCR,"State Highway 15, Madhya Pradesh",
Feature,Point,"[73.1319768447429, 22.266245011489417]",Gujarat,BALI,Bhaili,WR,"Vadodara, Gujarat",
Feature,Point,"[78.99684813804924, 10.164469056963739]",Tamil Nadu,ATQ,Arantangi,SR,"Aranthangi, Tamil Nadu",
Feature,Point,"[88.22611699999999, 23.58096]",West Bengal,AGAE,AGRADWIP,ER,"Agradwip, West Bengal",
Feature,Point,"[88.3078029926, 22.5986336217]",,DSNR,DASHNAGAR,,,
Feature,Point,"[88.324322, 22.599036]",,TPKR,TIKIAPARA,,,
Feature,,,,PFMA,PFMA,,,
Feature,Point,"[73.508313, 22.161144]",Gujarat,AMLP,Amalpur,WR,"Vadodara, Gujarat",
Feature,Point,"[75.21122979931533, 28.947951113517377]",Rajasthan,AUS,Anupshahr,NWR,"Anupshaher Rd, Rajasthan",
Feature,,,Maharashtra,ARVI,Arvi,CR,"Dist. Wardha, Maharashtra",
Feature,,,Uttar Pradesh,ARX,Areli,NER,"Areli, Uttar Pradesh",
Feature,,,Gujarat,ASM,Asarma,WR,"SH 166, Gujarat",
Feature,,,Tamil Nadu,ATB,Alattambadi,SR,"Mazavarayanallu Rd, Tamil Nadu",
Feature,,,Gujarat,ATDA,Atladara,WR,"Gujarat, Gujarat",
Feature,,,Bihar,ATX,Alinagar Tola,ECR,"Purnea, Bihar",
Feature,Point,"[75.07484199999999, 28.368987999999998]",Rajasthan,ASLU,Aslu,NWR,"National Highway 65, Rajasthan",
Feature,,,Tamil Nadu,AYI,Ayingudi,SR,"Peravurani - Aranthangi Rd, Tamil Nadu",
Feature,Point,"[79.360808, 26.72284]",,GHSR,GHASARA HALT,,,
Feature,Point,"[79.404392, 26.701949]",,ULD,ACHALDA,,,
Feature,Point,"[76.25310499999999, 28.100118]",Haryana,AEL,Ateli,NWR,"Dist. Mahendragarh, Haryana",
Feature,Point,"[74.135767, 17.89054]",Maharashtra,WTR,WATHAR,CR,"Satara, Maharashtra",
Feature,Point,"[74.1605539337, 18.1836347437]",Maharashtra,WLH,VALHA,CR,"Indraprastha Rd, Maharashtra",
Feature,Point,"[88.086816, 22.052122]",West Bengal,BAAR,Bandar P.H.,?,"Haldia, West Bengal",
Feature,Point,"[71.228012, 21.607831]",Gujarat,AE,Amreli,WR,"Amreli, Gujarat",
Feature,Point,"[80.257914, 27.269928999999998]",,MST,MASIT,,,
Feature,Point,"[80.296314, 27.228081]",,BGH,BAGHAULI,,,
Feature,Point,"[73.087316, 19.078901]",Maharashtra,TPND,TALOJA PANCHAND,CR,"Navi Mumbai, Maharashtra",
Feature,Point,"[73.592514, 16.921753]",Maharashtra,ADVI,ADAVALI,KR,"Ratnagiri, Maharashtra",
Feature,Point,"[75.09820837459999, 15.4117921224]",Karnataka,AGL,AMARGOL,SWR,"Hubli, Karnataka",
Feature,Point,"[73.87196899999999, 28.933796]",Rajasthan,AS,ARJANSAR,NWR,"Bikaner, Rajasthan",
Feature,Point,"[87.09631900000001, 25.776942]",Bihar,BAKT,Barhara Kothi,ECR,"Purnia, Bihar",
Feature,Point,"[83.267384, 27.05777]",Uttar Pradesh,CM,Campierganj,NER,"National Highway 29, Uttar Pradesh",
Feature,Point,"[73.415466, 22.137755]",Gujarat,DB,Dabhoi Junction,WR,"Dabhoi, Gujarat",
Feature,Point,"[79.317787, 11.702177]",,ULU,ULUNDURPET,,,
Feature,Point,"[82.147342, 19.068103]",Chhattisgarh,AGZ,AMAGURA,ECoR,"Markel, Chhattisgarh",
Feature,Point,"[82.239507, 19.062527]",Chhattisgarh,AGB,AMBAGAON,ECoR,"Ambagaon, Chhattisgarh",
Feature,Point,"[74.951915, 24.309449]",,MYKR,MATYAKHERI HALT,,,
Feature,Point,"[79.36351860779999, 27.316999355900002]",Uttar Pradesh,BBLK,B L DASPURI,NCR,"B L Daspuri, Uttar Pradesh",
Feature,Point,"[79.209033, 12.630801]",Tamil Nadu,ARV,ARNI ROAD,SR,"Kalambur, Tamil Nadu",
Feature,Point,"[77.61817468, 26.65005846]",Rajasthan,BARI,Bari,NCR,"Bari, Rajasthan",
Feature,Point,"[75.1944316, 31.8214816]",Punjab,BAT,Batala Junction,NR,"Batala, Punjab",
Feature,Point,"[75.383427, 17.778326000000003]",Maharashtra,BBV,BABHULGOAN,CR,"State Highway 161, Maharashtra",
Feature,Point,"[80.39386, 27.243104]",Uttar Pradesh,ASI,Arseni,NR,"MORADABAD, Uttar Pradesh",
Feature,Point,"[79.84409600000001, 10.758823]",Tamil Nadu,APE,ANDANAPPETTAI,SR,"Pappakoil, Tamil Nadu",
Feature,Point,"[81.3797154, 24.0002687]",Madhya Pradesh,BEHR,BEOHARI,WCR,"Beohari, Madhya Pradesh",
Feature,Point,"[76.391729, 12.512857]",Karnataka,ARNH,Arjunahalli,SWR,"Arjunahalli, Karnataka",
Feature,Point,"[77.52218902999999, 26.79623183]",Uttar Pradesh,BFG,Bagthar,NCR,"Bandh, Uttar Pradesh",
Feature,Point,"[81.21186200000001, 24.001215]",Madhya Pradesh,BBAR,BARA,WCR,"Mahroi, Madhya Pradesh",
Feature,Point,"[88.452872, 22.425122]",West Bengal,BDYP,Bidyadharpur,ER,"Bidyadharpur, West Bengal",
Feature,,,Gujarat,AKL,Anakhol,WR,"State HIghway 133, Gujarat",
Feature,Point,"[76.882594, 29.40129]",Haryana,ASAN,ASAN,NR,"Panipat, Haryana",
Feature,Point,"[72.9271335858, 20.544593354]",Gujarat,ATUL,ATUL,WR,"Valsad, Gujarat",
Feature,Point,"[92.91960900000001, 26.448121]",Assam,AONI,Amoni,NFR,"Amoni, Assam",
Feature,,,Maharashtra,BASA,Banosa,CR,"Daryapur, Maharashtra",
Feature,,,Gujarat,BATS,Bhatsar,WR,"Brahmanwada, Gujarat",
Feature,Point,"[80.147877, 27.399414]",,HRI,HARDOI,,,
Feature,Point,"[85.623332, 24.953077]",Bihar,BBE,BAGHI BARDIHA,ECR,"Baghi Bardiha, Bihar",
Feature,Point,"[85.684033, 25.051952]",Bihar,BFX,BAGHI GHAUSPUR,ECR,"Baghi Ghauspur, Bihar",
Feature,,,West Bengal,BCF,Bankapasi,ER,"Bankapasi, West Bengal",
Feature,Point,"[76.74904447, 12.075565500000002]",Karnataka,BDV,BADANAVALU,SWR,"Nanjungudu-Chamarajanagara Rd, Karnataka",
Feature,,,Gujarat,BCHR,Bachar,WR,"Palej, Gujarat",
Feature,,,Bihar,BCM,Buranpudi,ECR,"Supaul, Bihar",
Feature,,,Maharashtra,BDKE,Bhadsivni,CR,"Bhadsivni, Maharashtra",
Feature,Point,"[79.989954, 14.496976]",,PGU,PADUGUPADU,,,
Feature,Point,"[79.99490800000001, 14.564331]",,KJJ,KODAVALURU,,,
Feature,Point,"[79.998171, 14.607124]",,TMC,TALAMANCHI,,,
Feature,Point,"[79.989036, 14.710541]",,AXR,ALLURU ROAD,,,
Feature,Point,"[79.98314599999999, 14.768584800000001]",,BTTR,BITRAGUNTA,,,
Feature,Point,"[79.982262, 14.806671]",,SVPM,S VENKTESWRPALM,,,
Feature,Point,"[76.7783649164, 27.1230467855]",,KPO,KARANPURA,,,
Feature,Point,"[76.8145379749, 27.1289860174]",,BUDA,BHUDA,,,
Feature,Point,"[76.8508226947, 27.1560976594]",,MURD,MANDAWAR MAHUA RD,,,
Feature,Point,"[83.270698, 27.103714]",Uttar Pradesh,ANDN,Anand Nagar,NER,"Pharenda, Uttar Pradesh",
Feature,Point,"[76.90338, 27.179904]",,GOS,GHOSRANA,,,
Feature,Point,"[76.9610701135, 27.1971512117]",,DTF,DANTLA,,,
Feature,,,Gujarat,BDRN,Bhadran,WR,"Borsad, Gujarat",
Feature,Point,"[77.0364244739, 27.2002567722]",,KL,KHERLI,,,
Feature,Point,"[82.86256, 18.333991]",Andhra Pradesh,ARK,Arakku,ECoR,"Araku, Andhra Pradesh",
Feature,Point,"[77.104134, 27.205008000000003]",,TBL,TARCHERRA BRLRM,,,
Feature,,,Assam,BF,Bagetar,NFR,"North Cachar Hills, Assam",
Feature,Point,"[77.2080875122, 27.213674308399998]",,NBI,NADBAI,,,
Feature,Point,"[77.308829, 27.226004]",,PPEA,PAPRERA,,,
Feature,Point,"[77.378757, 27.234442]",,HK,HELAK,,,
Feature,Point,"[77.488613, 27.237106999999998]",,BTE,BHARATPUR JN,,,
Feature,Point,"[76.204918, 21.998734000000002]",Madhya Pradesh,ATR,Attar,WR,"East Nimar, Madhya Pradesh",
Feature,Point,"[77.546395, 27.223368999999998]",,NHB,NOH BACHHAMDI,,,
Feature,Point,"[77.608741, 27.211065]",,IK,IKRAN,,,
Feature,Point,"[77.663925, 27.199896]",,CIK,CHIKSANA,,,
Feature,Point,"[78.091842, 8.579144]",Tamil Nadu,ANY,Arumuganeri,SR,"Arumuganeri, Tamil Nadu",
Feature,Point,"[86.91169348999999, 24.8659010332]",Bihar,BAKA,Banka,?,"Banka, Bihar",
Feature,Point,"[77.7578389026, 27.1817602284]",,AH,ACHHNERA JN,,,
Feature,Point,"[78.233285, 27.207747]",,TDL,TUNDLA JN,,,
Feature,Point,"[77.50634099999999, 13.073539]",Karnataka,BAW,CHIK BANAVAR,SWR,"Bengaluru, Karnataka",
Feature,Point,"[79.31580600000001, 11.600544]",,PVN,PAVUNUR,,,
Feature,Point,"[75.8278150574, 29.258822195]",Haryana,BFN,Bugana,NR,"National Highway 65, Haryana",
Feature,Point,"[75.209164, 14.073324]",Karnataka,ANF,Anandapuram,SWR,"Anandapuram, Karnataka",
Feature,Point,"[85.36905800000001, 22.104577]",Odisha,BBN,Barbil,SER,"Kiriburu, Odisha",
Feature,Point,"[78.31461900000001, 27.175703000000002]",,HNG,HIRANGAON,,,
Feature,Point,"[78.386691, 27.147415]",,FZD,FIROZABAD,,,
Feature,Point,"[78.4715, 27.119485]",,MNR,MAKKHANPUR,,,
Feature,Point,"[78.57495499999999, 27.085686]",,SKB,SHIKOHABAD JN,,,
Feature,Point,"[78.664813, 27.029]",,KAA,KAURARA,,,
Feature,Point,"[78.73749459999999, 26.9793918]",,BDN,BHADAN,,,
Feature,Point,"[78.8237102228, 26.9205023929]",,BBL,BALRAI,,,
Feature,Point,"[78.893731, 26.872978000000003]",,JGR,JASWANTNAGAR,,,
Feature,Point,"[78.94470899999999, 26.837847]",,SB,SARAI BHOPAT,,,
Feature,Point,"[79.021502, 26.785970000000002]",,ETW,ETAWAH,,,
Feature,Point,"[79.116455, 26.76628]",,EKL,EKDIL,,,
Feature,Point,"[79.2163612, 26.7502248]",,BNT,BHARTHANA,,,
Feature,Point,"[73.849937, 15.389334]",Goa,DBM,DABOLIM,SWR,"Mormugao, Goa",
Feature,Point,"[73.564613, 25.665207000000002]",Rajasthan,AUWA,AUWA,NWR,"Somesar, Rajasthan",
Feature,Point,"[75.786923, 26.920203]",,JP,JAIPUR,,,
Feature,Point,"[88.2429681, 23.9320594]",West Bengal,BEB,Beldanga,ER,"Beldanga, West Bengal",
Feature,Point,"[75.27417043950001, 17.5887732682]",Maharashtra,BHLI,BOHALI,CR,"State Highway 161, Maharashtra",
Feature,Point,"[76.680769, 29.094392]",Haryana,BASN,BHAINSWAN,NR,"Gohana, Haryana",
Feature,Point,"[88.64165885999999, 23.31226134]",West Bengal,BHNA,Bhayna,ER,"Mamjoan Rd, West Bengal",
Feature,Point,"[86.05509864230001, 23.7566729304]",,BHME,BHANDARIDAH,ECR,,
Feature,Point,"[75.0951862, 30.209881999999997]",Punjab,BCU,BHUCHCHU,NR,"Bhucho Mandi, Punjab",
Feature,Point,"[74.63077340000001, 25.3435508]",Rajasthan,BHL,BHILWARA,NWR,"Bhilwara, Rajasthan",
Feature,Point,"[71.538716, 25.867466]",Rajasthan,KVA,KAVAS,NWR,"NH-112 Barmer-Jodhpur Hwy, Rajasthan",
Feature,Point,"[74.6913786, 26.1253008]",Rajasthan,BDW,BANDANWARA,NWR,"Bandanwara, Rajasthan",
Feature,Point,"[79.65527399999999, 28.574785]",Uttar Pradesh,BJV,Bijauria,NER,"Bareilly, Uttar Pradesh",
Feature,Point,"[83.731497, 26.283912]",Uttar Pradesh,BHJ,Barhaj Bazar,NER,"Barhaj, Uttar Pradesh",
Feature,Point,"[72.74336799999999, 19.991217]",Maharashtra,DRD,DAHANU ROAD,WR,"Dahanu, Maharashtra",
Feature,Point,"[76.6568744922, 27.100774588100002]",,BJRA,BHAJERA,,,
Feature,Point,"[76.983187, 28.464735]",Haryana,BDXT,BASAI DHANKOT,NR,"Gurgaon, Haryana",
Feature,Point,"[72.847673, 22.402073]",Gujarat,BCHN,Bochasan Junction,WR,"Anand, Gujarat",
Feature,Point,"[75.34013, 29.387323]",Haryana,BHT,Bhattu,NWR,"Bhattu Kalan, Haryana",
Feature,Point,"[80.110265, 23.467136]",Madhya Pradesh,SHR,SIHORA ROAD,WCR,"Jabalpur, Madhya Pradesh",
Feature,Point,"[76.544215, 21.946109]",Madhya Pradesh,SGBJ,SURGAON BANJARI,WCR,"Khandwa, Madhya Pradesh",
Feature,Point,"[70.928979, 21.36507]",Gujarat,BADR,Bhader,WR,"Amreli, Gujarat",
Feature,Point,"[73.202714, 19.296504000000002]",,TLA,TITVALA,,,
Feature,Point,"[71.82792500000001, 21.736131]",Gujarat,BJUD,BAJUD,WR,"State Highway 31, Gujarat",
Feature,Point,"[78.108666, 9.944876]",,KON,KUDALNAGAR,,,
Feature,Point,"[74.22266067937016, 29.831708406844584]",Rajasthan,BDSW,Budhsinghwala,NWR,"Hanumangarh, Rajasthan",
Feature,Point,"[74.3149711, 26.1089078]",Rajasthan,BER,BEAWAR,NWR,"Beawar, Rajasthan",
Feature,Point,"[86.5881717944, 20.2787142311]",Orissa,BGDA,Bogada,?,"Bogada, Orissa",
