Station Name,Station Code,"Station
Category",Division,Zone,District,State,Latitudes,Longitudes
RENGALI,RGL,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,84.042299,21.636895
RUPRA ROAD,RPRD,NSG6,SAMBALPUR,ECOR,KALAHANDI,ODISHA,83.330956,20.08447
SAINTALA,SFC,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,83.335045,20.433878
SARAGIPALI,SRGP,NSG6,SAMBALPUR,ECOR,ANUGUL,ODISHA,84.565386,20.98404
SASON,SSN,NSG6,SAMBALPUR,ECOR,SAMBALPUR,ODISHA,84.03917034669999,21.5595350543
SIKIR,SFK,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,83.199696,20.337936
THERUBALI,THV,NSG6,SAMBALPUR,ECOR,RAYAGADA,ODISHA,83.42130900000001,19.335826
TUREKALA ROAD,TRKR,NSG6,SAMBALPUR,ECOR,BALANGIR,ODISHA,82.8147164221,20.563094809
MARRIPALEM PH,MIPM,HG1,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.252629,17.7363
BANSADHARA PH,BSDR,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,83.822754,18.970276000000002
DANDU GOPALAPURARN H,DGB,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.241768,18.542976
HADOBHANGI PH,HBF,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,83.94176085389999,18.8219370968
HARISHCHANDRAPURAM P,HCM,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.1214378076,18.4790934357
KASHINAGAR PH,KNGR,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,83.87569620789999,18.8568644473
NARSIPURAM HALT,NSX,HG2,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.406282,18.737614999999998
PATAPATNAM,PHM,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.081469892,18.7407526287
PEDDASANA,PDSN,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.18448500000001,18.593147
ROUTHPURAM PH,RMZ,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.3356803912,18.6209643431
SITAPURAM PH,SPRM,HG2,WALTAIR,ECOR,GAJAPATI,ODISHA,83.982854,18.814443
TEKKALI PH,TEK,HG2,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.231178,18.605282
BATUVA PH,BTVA,HG3,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.62409646,18.34308678
GANGUWADA,BNPL,HG3,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,,
LIHURI PH,LRI,HG3,WALTAIR,ECOR,GAJAPATI,ODISHA,83.849833,18.913242
NARAYANAPPAVALASA HA,NGJA,HG3,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,,
PALASINGI,PLSG,HG3,WALTAIR,ECOR,GAJAPATI,ODISHA,83.805056,19.014074
PARANNAVALASA,PRVA,HG3,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,,
ROMPALLE PH,RML,HG3,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,,
SALUR,SALR,HG3,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,,
TEMBURU,TMB,HG3,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.12696299999999,18.633565
VISAKHAPATNAM,VSKP,NSG2,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.289514,17.72159
VIZIANAGARAM JN.,VZM,NSG3,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.39558600000001,18.111374
ARAKU,ARK,NSG4,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,82.86256,18.333991
JAGDALPUR,JDB,NSG4,WALTAIR,ECOR,BASTAR,CHHATTISGARH,82.013757,19.066004
RAYAGADA,RGDA,NSG4,WALTAIR,ECOR,RAYAGADA,ODISHA,83.410505,19.175642
SIMHACHALAM,SCM,NSG4,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.220449,17.744667
SRIKAKULAM ROAD,CHE,NSG4,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.903771,18.408679
BOBBILI JN,VBL,NSG5,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.34572200000001,18.576763999999997
CHIPURUPALLI,CPP,NSG5,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.569608,18.316259000000002
DUVVADA,DVD,NSG5,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.152059,17.703843
JEYPORE,JYP,NSG5,WALTAIR,ECOR,KORAPUT,ODISHA,82.55467900000001,18.896375
KORAPUT JN,KRPU,NSG5,WALTAIR,ECOR,KORAPUT,ODISHA,82.719436,18.792189999999998
KOTTAVALASA,KTV,NSG5,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.18509999999999,17.892374999999998
NAUPADA JN.,NWP,NSG5,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.2829220099,18.5794097271
PARVATIPURAM,PVP,NSG5,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.42696600000001,18.770670000000003
PARVATIPURAM TOWN,PVPT,NSG5,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.433701,18.783875
PONDURU,PDU,NSG5,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.776548,18.362876
TILARU,TIU,NSG5,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.0726809924,18.4704858205
ALAMANDA,ALM,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.271604,18.012510000000002
AMAGURA,AGZ,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,82.147342,19.068103
AMBAGAON,AGB,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.239507,19.062527
BACHELI,BCHL,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.238534,18.703461
BADE ARAPUR,BDXX,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.837917,19.011494000000003
BAIGUDA,BGUA,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.96578736,18.827043709999998
BHALUMASKA,BLMK,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.29429956000001,19.32812783
BHANSI,BHNS,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.26535758,18.77690197
BHEJA,BHJA,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.68546380999999,18.47264914
BODDAVARA,BDVR,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.112494,18.175095
BORRAGUHALU,BGHU,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.040289,18.275624
CHARAMULA KUSUMI,CJS,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.401044,19.020403
CHHATRIPUT,CTS,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.590027,18.922722
CHIMIDIPAILI,CMDP,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.07686199999999,18.262764
DABPAL,DBF,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.488923,18.927979999999998
DAMANJODI,DMNJ,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.865768,18.767771
DANTEWARA,DWZ,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.35453600000001,18.907733
DARLIPUT,DPC,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.74651899999999,18.365186
DHANAPUR,DIR,NSG6,WALTAIR,ECOR,KALAHANDI,ODISHA,82.50739300000001,18.945173
DILMILI,DMK,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.737851,18.987443
DONKINAVALASA,DNV,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.350942,18.468756
DUMURIPUT,DMRT,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.803933,18.780367000000002
DUSI,DUSI,NSG6,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.857682,18.369969
GAJAPATINAGARAM,GPI,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.33390200000001,18.293291
GARIVIDI,GVI,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.5308410095,18.2732681907
GIDAM,GIZ,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.409001,18.934852
GORAPUR,GPJ,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,82.79406,18.346936
GOTLAM,GTLM,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.39573399999999,18.111319
GUMADA,GMDA,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.457557,18.889176000000003
GUNUPUR,GNPR,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.8099599005,19.069058897799998
GURUDABILLI,GRBL,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.350493,18.214489999999998
JARATI,JRT,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.66510099999999,18.890456
JIMIDIPETA,JMPT,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.42234400000001,19.044582000000002
KAKIRIGUMA,KKGM,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,83.007309,18.923382
KAKLUR,KKLU,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.619792,18.883305
KAMALUR,KMLR,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.276887,18.854521000000002
KANTAKAPALLE,KPL,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.20820499999999,17.954718999999997
KARAKAVALASA,KVLS,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,82.991426,18.292228
KAWARGAON,KWGN,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.53352199999999,18.896086
KEUTGUDA,KTGA,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.368072,19.303471000000002
KHADAPA,KDPA,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.445719,19.00582
KIRANDUL,KRDL,NSG6,WALTAIR,ECOR,DANTEWADA,CHHATTISGARH,81.25813099999999,18.757486
KOMATIPALLI,KMX,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.34104699999999,18.381027
KORUKONDA,KUK,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.320296,18.054196
KOTABOMMALI,KBM,NSG6,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.199842,18.488355
KOTAPAR ROAD,KPRR,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.30895,19.041434
KUMAR SADRA,KMSD,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.671506,18.912986
KUMHAR MARANGA,KMEZ,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.94987,19.038845
KUNERU,KNRT,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.440724,18.966946
LADDA,LDX,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.412196,19.102692
LAKSHMIPUR ROAD,LKMR,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,83.104298,19.003986
LELLIGUMMA,LLGM,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.208299,19.304006
MACHHKUNDA ROAD,MKRD,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.666955,18.566875
MALIGURA,MVG,NSG6,WALTAIR,ECOR,NABARANGPUR,ODISHA,82.638614,18.953174999999998
MALLIVIDU,MVW,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.17285799999999,17.971931
MANABAR,MVF,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.695903,18.839732
NAKTHISEMRA,NKX,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,82.07392999999999,19.062273
NELLIMARLA,NML,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.456046,18.183131
PADUA,PFU,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.687882,18.396744
PALIBA,PBV,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.695712,18.659914999999998
PARALAKHEMUNDI,PLH,NSG6,WALTAIR,ECOR,GAJAPATI,ODISHA,84.08063800000001,18.786579
PENDURTI,PDT,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,83.195211,17.813498
PUNDI,PUN,NSG6,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,84.370679,18.665917999999998
RAULI,RUL,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.16728,19.230268
SHIMILIGUDA,SMLG,NSG6,WALTAIR,ECOR,VISAKHAPATANAM,ANDHRA PRADESH,82.95710500000001,18.303639999999998
SHRUNGAVARAPUKOTA,SUP,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.132531,18.116239
SIGADAM,SGDM,NSG6,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.68144099999999,18.360601
SIKARPAI,SKPI,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.32010335,19.391899549999998
SILAK-JHORI,SZY,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.672904,18.982188
SINGAPURAM ROAD,SPRD,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.403066,19.258673
SINGARAM,SGRM,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,83.10500400000001,19.110931
SITANAGARM,SNM,NSG6,WALTAIR,ECOR,VIZIANAGARAM,ANDHRA PRADESH,83.375524,18.672547
SUKU,SUKU,NSG6,WALTAIR,ECOR,KORAPUT,ODISHA,82.726061,18.714329
TIKIRI,TKRI,NSG6,WALTAIR,ECOR,RAYAGADA,ODISHA,83.09910500000001,19.177667000000003
TOKAPAL,TPQ,NSG6,WALTAIR,ECOR,BASTAR,CHHATTISGARH,81.878645,19.007080000000002
URLAM,ULM,NSG6,WALTAIR,ECOR,SRIKAKULAM,ANDHRA PRADESH,83.989515,18.435565999999998
BAGHOIKUSA,BHKH,HG2,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.46243313289999,24.8399006513
DHANIACHHA,DCX,HG2,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR,BIHAR,83.4908372314,25.2271654039
HASANBAZAR ST H,HBSH,HG2,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,,
SAHEED I C HALT,SICY,HG2,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,85.01490964999999,24.80741419
SAJHAULI HALT,SJV,HG2,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.191033988,25.1438922456
BARAW MORE,BMHT,HG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.06203632569999,25.0437938949
CHARPOKHARI HALT,CRQ,HG3,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,84.487603186,25.3615157718
CHIRAILLA PAUTHU,CPBH,HG3,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.269003,24.863478
DEO ROAD,DORD,HG3,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.5634225305,24.823073676299998
DEORIA K NARESH,DKMN,HG3,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,,
GHUSIAKALAN H,GSK,HG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,,
KHURMABAD ROAD,KVD,HG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,83.848303,25.021489000000003
MANI HALT,MANI,HG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.23126776609999,25.1739936806
NAGRI GRAM,NGIM,HG3,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,,
NONAR HALT,NON,HG3,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,84.3707734497,25.2864711772
PAHALEJA,PHE,HG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.144817,24.932644
DD UPADHYAYA JN,DDU,NSG2,"DEEN DAYAL
UPADHYAYA",ECR,CHANDAULI,UTTAR PRADESH,,
GAYA JN.,GAYA,NSG2,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,84.999294,24.803978
DEHRI-ON-SON,DOS,NSG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.185434,24.914894999999998
SASARAM,SSM,NSG3,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.019423,24.955926
ANUGRAH NARAYAN ROAD,AUBR,NSG4,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.3298444,24.855955599999998
BHABUA ROAD,BBU,NSG4,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR,BIHAR,83.618913,25.173007
GURARU,GRRU,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,84.791831,24.811113
HAIDARNAGAR,HDN,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.951049,24.498081
JAPLA,JPL,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,84.00286600000001,24.538968999999998
KUDRA,KTQ,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR (BHABUA),BIHAR,83.79337100000001,25.048552
MUHAMMADGANJ,MDJ,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.869978,24.42644
NABINAGAR ROAD,NBG,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.094044,24.653944
RAFIGANJ,RFJ,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.634804,24.819694000000002
SON NAGAR JN.,SEB,NSG5,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.22927299999999,24.882212999999997
ANKORAH (AKORHA),ANH,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.169539,24.761166999999997
BAGAHA BISHNUPUR,BCJ,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.204658,24.811468
BARKISALAIYA,BSYA,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.178495,24.773978
BIKRAMGANJ,XBKJ,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.27373100000001,25.218913999999998
CHANDAULI MAJHWAR,CDMR,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,CHANDAULI,UTTAR PRADESH,83.267724,25.261093
DURGAUTI,DGO,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR,BIHAR,83.539684,25.207897000000003
GANJ KHWAJA,GAQ,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,CHANDAULI,UTTAR PRADESH,83.18436299999999,25.273922000000002
GARHANI,GQN,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,84.5696156628,25.4118931462
GARHNOKHA,GNK,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.12283778,25.09724423
ISMAILPUR,IMGE,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,84.723433,24.815523000000002
JAKHIM,JHN,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.52567784239999,24.8288034748
KAJRAT NAWADIH,KYF,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,84.05014,24.591041
KARAMNASA,KMS,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR,BIHAR,83.430892,25.239738
KARKATTA,KRTA,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.837652,24.296038000000003
KARWANDIYA,KWD,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,84.084599,24.953195
KASTHA,KSTA,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,84.921751,24.802484
KOSIARA,KVQ,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.908564,24.478657000000002
KUMAHU,KMGE,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,83.946305,24.976944
MANPUR JN.,MPO,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,85.044738,24.807111000000003
MUTHANI,MTGE,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR (BHABUA),BIHAR,83.61914300000001,25.173236999999997
PARAIYA,PRY,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,GAYA,BIHAR,84.85079200000001,24.809464
PHESAR,PES,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,AURANGABAD,BIHAR,84.41808499999999,24.845489
PIRO,PIRO,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,BHOJPUR,BIHAR,84.4205444342,25.321358352999997
PUSAULI,PSE,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,KAIMUR (BHABUA),BIHAR,83.72151,25.097235
SAIDRAJA,SYJ,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,CHANDAULI,UTTAR PRADESH,83.35118,25.253531
SATBAHINI,SZF,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.84911,24.386582
SHIU SAGAR ROAD,SSG,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,ROHTAS,BIHAR,83.895453,24.999464999999997
SIGSIGI,SQS,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.853323,24.260566999999998
UNTARI ROAD,URD,NSG6,"DEEN DAYAL
UPADHYAYA",ECR,PALAMU,JHARKHAND,83.834497,24.34094
AMLO,AMLO,HG2,DHANBAD,ECR,BOKARO,JHARKHAND,85.98023400000001,23.768893
BHULI,BHN,HG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.39469277709999,23.8022772592
CHIANKI,CNF,HG2,DHANBAD,ECR,PALAMU,JHARKHAND,84.11566,23.973902
DASARA,DSME,HG2,DHANBAD,ECR,HAZARIBAGH,JHARKHAND,85.790855545,24.274602265600002
DEONAGAR,DNH,HG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.16169,23.758691
DHANWAR,DNWR,HG2,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
JAMUA,JAUA,HG2,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
KAJRI,KFT,HG2,DHANBAD,ECR,PALAMU,JHARKHAND,84.0725284845,24.1067922143
LALGARH BIHAR H,LBT,HG2,DHANBAD,ECR,PALAMU,JHARKHAND,83.979632,24.161147
NICHITPUR,NPJE,HG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.28776500000001,23.825908
PATHARDIH BAZAR HALT,PBQ,HG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.431257,23.682542
RAKESHBAGH HALT,RHBH,HG2,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
SONARDIH,SZE,HG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.265063,23.7915
YADUDIH,YDD,HG2,DHANBAD,ECR,KODERMA,JHARKHAND,85.70089899999999,24.329874999999998
BANSINALA HALT,BNSL,HG3,DHANBAD,ECR,GAYA,BIHAR,85.16182409000001,24.66529241
BASERIA,BZE,HG3,DHANBAD,ECR,DHANBAD,JHARKHAND,86.381653,23.786754
BHOLIDIH,BLME,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,86.116898,23.898444
DEMU,DEMU,HG3,DHANBAD,ECR,LATEHAR,JHARKHAND,84.52562,23.69708
DIGWAR HALT,DIWR,HG3,DHANBAD,ECR,RAMGARH,JHARKHAND,,
DOKRA BH,DOKM,HG3,DHANBAD,ECR,DHANBAD,JHARKHAND,86.480808,23.782884
DURIATANR HALT,DUTR,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
HEHEGARA HALT,HHG,HG3,DHANBAD,ECR,LATEHAR,JHARKHAND,84.258524,23.790124
HUNDUR HALT,HUDU,HG3,DHANBAD,ECR,RAMGARH,JHARKHAND,,
JAMUNIATAND HALT,JNN,HG3,DHANBAD,ECR,BOKARO,JHARKHAND,86.191952,23.75454
JHANJHITOLI H,JJTI,HG3,DHANBAD,ECR,RANCHI,JHARKHAND,,
JORASHANKH HALT,JASH,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
KATHAUTIA,KAUA,HG3,DHANBAD,ECR,HAZARIBAGH,JHARKHAND,,
KAWAR,KWAR,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
KESHWARI BH,KSHR,HG3,DHANBAD,ECR,HAZARIBAGH,JHARKHAND,85.86420199999999,24.194872999999998
KODERMA TOWN,KQRT,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
MAHESHPUR,MHSA,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
MANDU HALT,MNDU,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
MANGRA,MAZ,HG3,DHANBAD,ECR,LATEHAR,JHARKHAND,84.111898,23.881768
NAWADIH,NWDH,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
NAWAL SAHI HALT,NWSI,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
NEW GIRIDIH,NGRH,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
RAMAKUNDA IBP H,RIBP,HG3,DHANBAD,ECR,DHANBAD,JHARKHAND,,
REMA,REMA,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
SALAIYA,SLIA,HG3,DHANBAD,ECR,GIRIDIH,JHARKHAND,,
SINDRI M YARD,SNMY,HG3,DHANBAD,ECR,DHANBAD,JHARKHAND,86.46617599999999,23.667035000000002
TOKISUD,TKS,HG3,DHANBAD,ECR,RAMGARH,JHARKHAND,85.239282,23.678639
TOLRA,TRZ,HG3,DHANBAD,ECR,PALAMU,JHARKHAND,83.923324,24.18584
URWAN,UWAN,HG3,DHANBAD,ECR,KODERMA,JHARKHAND,,
DHANBAD JN.,DHN,NSG2,DHANBAD,ECR,DHANBAD,JHARKHAND,86.428956,23.790966
KODERMA JN,KQR,NSG3,DHANBAD,ECR,KODERMA,JHARKHAND,85.52945799999999,24.434741000000002
DALTONGANJ,DTO,NSG4,DHANBAD,ECR,PALAMU,JHARKHAND,84.07484299999999,24.033075
GARWA ROAD JN.,GHD,NSG4,DHANBAD,ECR,PALAMU,JHARKHAND,83.885116,24.214419
PARASNATH,PNME,NSG4,DHANBAD,ECR,GIRIDIH,JHARKHAND,86.037862,23.987971
SINGRAULI,SGRL,NSG4,DHANBAD,ECR,SINGRAULI,MADHYA PRADESH,82.642735,24.204257000000002
